idrelatorio,data,descricao,idutilizador,idalerta
752,2026-05-18 21:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 38.94.,3,752
753,2026-05-18 22:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 54.46.,3,753
754,2026-05-18 22:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 83.70.,3,754
755,2026-05-18 22:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 36.30.,3,755
756,2026-05-18 23:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 50.46.,1,756
757,2026-05-18 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 36.20.,2,757
758,2026-05-18 23:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 70.65.,1,758
759,2026-05-18 23:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 63.93.,3,759
760,2026-05-19 00:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 49.86.,2,760
761,2026-05-19 00:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 66.42.,3,761
762,2026-05-19 00:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 71.51.,2,762
763,2026-05-19 01:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 49.34.,2,763
764,2026-05-19 01:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.30.,3,764
765,2026-05-19 01:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 62.78.,3,765
766,2026-05-19 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.28.,2,766
767,2026-05-19 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 70.08.,3,767
768,2026-05-19 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 59.71.,1,768
769,2026-05-19 03:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 71.87.,2,769
770,2026-05-19 03:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 61.13.,1,770
771,2026-05-19 04:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 49.58.,1,771
772,2026-05-19 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 59.50.,3,772
773,2026-05-19 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 41.57.,1,773
774,2026-05-19 05:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 39.87.,3,774
775,2026-05-19 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.68.,3,775
776,2026-05-19 06:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 43.47.,2,776
777,2026-05-19 07:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 42.02.,2,777
778,2026-05-19 07:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 45.70.,2,778
779,2026-05-19 07:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.79.,2,779
780,2026-05-19 08:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 50.97.,1,780
781,2026-05-19 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 42.29.,2,781
782,2026-05-19 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.06.,3,782
783,2026-05-19 09:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 46.45.,3,783
784,2026-05-19 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 36.57.,3,784
785,2026-05-19 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 63.47.,2,785
786,2026-05-19 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.00.,2,786
787,2026-05-19 10:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 33.88.,2,787
788,2026-05-19 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 38.04.,1,788
789,2026-05-19 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 58.34.,2,789
790,2026-05-19 11:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 37.24.,2,790
791,2026-05-19 11:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 39.58.,2,791
792,2026-05-19 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 58.99.,1,792
793,2026-05-19 12:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 38.68.,2,793
794,2026-05-19 12:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 41.39.,1,794
795,2026-05-19 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 57.91.,3,795
796,2026-05-19 13:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.30.,3,796
797,2026-05-19 13:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 60.35.,3,797
798,2026-05-19 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.68.,2,798
799,2026-05-19 14:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 53.60.,1,799
800,2026-05-19 15:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 37.41.,2,800
801,2026-05-19 16:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 35.44.,2,801
802,2026-05-19 16:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 44.92.,1,802
803,2026-05-19 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 38.33.,1,803
804,2026-05-19 18:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.14.,2,804
805,2026-05-19 18:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 48.94.,3,805
806,2026-05-19 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.56.,1,806
807,2026-05-19 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.37.,3,807
808,2026-05-19 19:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 44.52.,2,808
809,2026-05-19 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.35.,3,809
810,2026-05-19 20:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.63.,1,810
811,2026-05-19 20:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 49.66.,2,811
812,2026-05-19 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.74.,2,812
813,2026-05-19 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.29.,3,813
814,2026-05-19 21:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 47.17.,3,814
815,2026-05-19 22:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 26.90.,2,815
816,2026-05-19 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 38.64.,1,816
817,2026-05-19 23:15:00,Relatório automático do alerta Vermelho. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 50.61.,1,817
818,2026-05-19 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 36.08.,1,818
819,2026-05-20 00:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 36.11.,2,819
820,2026-05-20 00:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 44.95.,2,820
821,2026-05-20 01:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.48.,3,821
822,2026-05-20 01:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 35.88.,2,822
823,2026-05-20 01:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 49.79.,2,823
824,2026-05-20 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 40.47.,1,824
825,2026-05-20 02:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 47.56.,2,825
826,2026-05-20 03:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 44.97.,2,826
827,2026-05-20 03:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 51.94.,1,827
828,2026-05-20 03:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 25.15.,3,828
829,2026-05-20 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.24.,3,829
830,2026-05-20 04:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 51.31.,1,830
831,2026-05-20 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.71.,3,831
832,2026-05-20 05:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 34.64.,2,832
833,2026-05-20 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.62.,3,833
834,2026-05-20 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.20.,2,834
835,2026-05-20 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.53.,1,835
836,2026-05-20 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.95.,2,836
837,2026-05-20 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.13.,3,837
838,2026-05-20 07:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.48.,1,838
839,2026-05-20 08:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 79.90.,2,839
840,2026-05-20 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.29.,1,840
841,2026-05-20 08:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 24.23.,3,841
842,2026-05-20 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.24.,2,842
843,2026-05-20 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 65.95.,3,843
844,2026-05-20 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.64.,3,844
845,2026-05-20 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.76.,1,845
846,2026-05-20 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.57.,2,846
847,2026-05-20 10:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 30.07.,1,847
848,2026-05-20 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.38.,2,848
849,2026-05-20 11:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.80.,2,849
850,2026-05-20 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 71.65.,3,850
851,2026-05-20 12:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 34.84.,1,851
852,2026-05-20 12:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.12.,2,852
853,2026-05-20 13:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.55.,3,853
854,2026-05-20 13:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.40.,2,854
855,2026-05-20 13:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 29.72.,3,855
856,2026-05-20 14:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 41.09.,2,856
857,2026-05-20 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.52.,1,857
858,2026-05-20 15:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 42.19.,2,858
859,2026-05-20 15:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 64.72.,2,859
860,2026-05-20 15:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 49.17.,3,860
861,2026-05-20 15:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.34.,3,861
862,2026-05-20 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 36.63.,2,862
863,2026-05-20 16:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 58.38.,3,863
864,2026-05-20 16:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 27.83.,2,864
865,2026-05-20 17:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 59.01.,3,865
866,2026-05-20 17:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 52.94.,1,866
867,2026-05-20 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.89.,1,867
868,2026-05-20 18:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 38.63.,3,868
869,2026-05-20 18:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 55.02.,1,869
870,2026-05-20 18:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 54.29.,3,870
871,2026-05-20 18:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.97.,3,871
872,2026-05-20 19:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 52.34.,2,872
873,2026-05-20 19:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 53.97.,2,873
874,2026-05-20 20:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 51.82.,2,874
875,2026-05-20 20:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 51.77.,1,875
876,2026-05-20 21:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 38.45.,1,876
877,2026-05-20 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.46.,1,877
878,2026-05-20 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.69.,1,878
879,2026-05-20 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.86.,2,879
880,2026-05-21 00:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 48.79.,3,880
881,2026-05-21 01:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 48.99.,2,881
882,2026-05-21 01:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 30.82.,3,882
883,2026-05-21 01:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 33.33.,2,883
884,2026-05-21 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 43.06.,1,884
885,2026-05-21 02:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 29.94.,3,885
886,2026-05-21 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.55.,2,886
887,2026-05-21 02:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 38.12.,2,887
888,2026-05-21 03:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 76.75.,2,888
889,2026-05-21 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.65.,1,889
890,2026-05-21 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.17.,2,890
891,2026-05-21 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 67.30.,1,891
892,2026-05-21 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.73.,2,892
893,2026-05-21 04:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 29.84.,2,893
894,2026-05-21 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 66.66.,2,894
895,2026-05-21 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.48.,3,895
896,2026-05-21 06:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 56.43.,2,896
897,2026-05-21 07:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 54.13.,1,897
898,2026-05-21 08:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 62.37.,1,898
899,2026-05-21 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.22.,2,899
900,2026-05-21 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 27.77.,1,900
901,2026-05-21 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 80.71.,2,901
902,2026-05-21 10:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 36.77.,3,902
903,2026-05-21 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.75.,1,903
